nom_trt;code_trt;num_trt;estimate;effect;essence;effect_capsis;Source
Coupe d'amélioration;CA;0;-4.07981285;b0;;Intercept;inconnu
Coupe d'amélioration;CA;0;-0.38454181;b1_s;BOJ;Species;inconnu
Coupe d'amélioration;CA;0;0.14761969;b1_s;BOP;Species;inconnu
Coupe d'amélioration;CA;0;-0.08789846;b1_s;EPX;Species;inconnu
Coupe d'amélioration;CA;0;0.65441906;b1_s;ERR;Species;inconnu
Coupe d'amélioration;CA;0;0.2531542;b1_s;ERS;Species;inconnu
Coupe d'amélioration;CA;0;-0.92652624;b1_s;FEU;Species;inconnu
Coupe d'amélioration;CA;0;0.7056787;b1_s;HEG;Species;inconnu
Coupe d'amélioration;CA;0;1.15816688;b1_s;PEU;Species;inconnu
Coupe d'amélioration;CA;0;-0.77159932;b1_s;PIN;Species;inconnu
Coupe d'amélioration;CA;0;-0.26255009;b1_s;RES;Species;inconnu
Coupe d'amélioration;CA;0;1.76342067;b1_s;SAB;Species;inconnu
Coupe d'amélioration;CA;0;0;b1_s;THO;Species;inconnu
Coupe d'amélioration;CA;0;0.12659685;b2_s;BOJ;SpeciesXOffsetDbh;inconnu
Coupe d'amélioration;CA;0;0.19279858;b2_s;BOP;SpeciesXOffsetDbh;inconnu
Coupe d'amélioration;CA;0;0.20430811;b2_s;EPX;SpeciesXOffsetDbh;inconnu
Coupe d'amélioration;CA;0;0.10541344;b2_s;ERR;SpeciesXOffsetDbh;inconnu
Coupe d'amélioration;CA;0;0.11507142;b2_s;ERS;SpeciesXOffsetDbh;inconnu
Coupe d'amélioration;CA;0;0.14658704;b2_s;FEU;SpeciesXOffsetDbh;inconnu
Coupe d'amélioration;CA;0;0.09600565;b2_s;HEG;SpeciesXOffsetDbh;inconnu
Coupe d'amélioration;CA;0;0.14120861;b2_s;PEU;SpeciesXOffsetDbh;inconnu
Coupe d'amélioration;CA;0;0.12331747;b2_s;PIN;SpeciesXOffsetDbh;inconnu
Coupe d'amélioration;CA;0;0.05277728;b2_s;RES;SpeciesXOffsetDbh;inconnu
Coupe d'amélioration;CA;0;0.25141567;b2_s;SAB;SpeciesXOffsetDbh;inconnu
Coupe d'amélioration;CA;0;0.09104417;b2_s;THO;SpeciesXOffsetDbh;inconnu
Coupe d'amélioration;CA;0;0.01304075;b4;;OffsetDbhXOffsetDbh;inconnu
Coupe d'amélioration;CA;0;-0.01468161;b5;;OffsetDbhXOffsetDbhXDummyDbh;inconnu
Coupe d'amélioration;CA;0;0.33607563;b6;;LogNbHa;inconnu
Coupe d'éclaircie;CE;1;-3.01765957;b0;;Intercept;inconnu
Coupe d'éclaircie;CE;1;-0.57761846;b1_s;BOJ;Species;inconnu
Coupe d'éclaircie;CE;1;-0.09409833;b1_s;BOP;Species;inconnu
Coupe d'éclaircie;CE;1;0.25011439;b1_s;EPX;Species;inconnu
Coupe d'éclaircie;CE;1;0.17663351;b1_s;ERR;Species;inconnu
Coupe d'éclaircie;CE;1;-0.26657118;b1_s;ERS;Species;inconnu
Coupe d'éclaircie;CE;1;-0.60001456;b1_s;FEU;Species;inconnu
Coupe d'éclaircie;CE;1;-0.07306395;b1_s;HEG;Species;inconnu
Coupe d'éclaircie;CE;1;0.23687182;b1_s;PEU;Species;inconnu
Coupe d'éclaircie;CE;1;-0.09053446;b1_s;PIN;Species;inconnu
Coupe d'éclaircie;CE;1;-0.67638835;b1_s;RES;Species;inconnu
Coupe d'éclaircie;CE;1;1.95930787;b1_s;SAB;Species;inconnu
Coupe d'éclaircie;CE;1;0;b1_s;THO;Species;inconnu
Coupe d'éclaircie;CE;1;0.168118;b2_s;BOJ;SpeciesXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.21738747;b2_s;BOP;SpeciesXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.20192344;b2_s;EPX;SpeciesXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.16230343;b2_s;ERR;SpeciesXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.16436011;b2_s;ERS;SpeciesXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.15572674;b2_s;FEU;SpeciesXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.18404745;b2_s;HEG;SpeciesXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.23043614;b2_s;PEU;SpeciesXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.09561076;b2_s;PIN;SpeciesXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.17080053;b2_s;RES;SpeciesXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.28183701;b2_s;SAB;SpeciesXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.13112106;b2_s;THO;SpeciesXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.01614717;b4_s;BOJ;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.0150247;b4_s;BOP;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.01533315;b4_s;EPX;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.01574447;b4_s;ERR;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.01621968;b4_s;ERS;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.01640853;b4_s;FEU;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.01520691;b4_s;HEG;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.01444011;b4_s;PEU;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.01728876;b4_s;PIN;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.01565504;b4_s;RES;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.01089096;b4_s;SAB;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;0.01626038;b4_s;THO;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe d'éclaircie;CE;1;-0.06140286;b3;;OffsetDbhXDummyDbh;inconnu
Coupe d'éclaircie;CE;1;-0.01745495;b5;;OffsetDbhXOffsetDbhXDummyDbh;inconnu
Coupe d'éclaircie;CE;1;0.23031714;b6;;LogNbHa;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-3.25100318;b0;;Intercept;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.98636535;b1_s;BOJ;Species;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.19953622;b1_s;BOP;Species;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.16943847;b1_s;EPX;Species;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.27596917;b1_s;ERR;Species;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.3800622;b1_s;ERS;Species;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.64851267;b1_s;FEU;Species;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.18600869;b1_s;HEG;Species;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.28650185;b1_s;PEU;Species;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.11244046;b1_s;PIN;Species;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.90014623;b1_s;RES;Species;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;1.76682148;b1_s;SAB;Species;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0;b1_s;THO;Species;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.06810929;b2_s;BOJ;SpeciesXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.09255466;b2_s;BOP;SpeciesXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.13822324;b2_s;EPX;SpeciesXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.21620198;b2_s;ERR;SpeciesXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.1057426;b2_s;ERS;SpeciesXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.00239479;b2_s;FEU;SpeciesXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.01023655;b2_s;HEG;SpeciesXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.0086716;b2_s;PEU;SpeciesXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.14203119;b2_s;PIN;SpeciesXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.14271367;b2_s;RES;SpeciesXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.33359723;b2_s;SAB;SpeciesXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.10506808;b2_s;THO;SpeciesXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.0004089;b4_s;BOJ;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.01359978;b4_s;BOP;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.01134997;b4_s;EPX;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.02043539;b4_s;ERR;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.01285339;b4_s;ERS;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.00632826;b4_s;FEU;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.00082634;b4_s;HEG;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.01450865;b4_s;PEU;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.01368035;b4_s;PIN;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.02258762;b4_s;RES;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.01737874;b4_s;SAB;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.00286601;b4_s;THO;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.19949803;b3_s;BOJ;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.077801;b3_s;BOP;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.01615599;b3_s;EPX;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.14707325;b3_s;ERR;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.00036278;b3_s;ERS;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.10293522;b3_s;FEU;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.1213552;b3_s;HEG;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.20264815;b3_s;PEU;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.0783714;b3_s;PIN;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.07181092;b3_s;RES;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.1569735;b3_s;SAB;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.10838192;b3_s;THO;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.00110996;b5_s;BOJ;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.01664213;b5_s;BOP;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.01258367;b5_s;EPX;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.0209107;b5_s;ERR;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.01393068;b5_s;ERS;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.00726516;b5_s;FEU;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.00258012;b5_s;HEG;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.01850033;b5_s;PEU;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.01412281;b5_s;PIN;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.02366016;b5_s;RES;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;-0.01966448;b5_s;SAB;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.00294881;b5_s;THO;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage avant 1997;CJ_1997;2;0.26522409;b6;;LogNbHa;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-2.16007399;b0;;Intercept;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.7228586;b1_s;BOJ;Species;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.83576928;b1_s;BOP;Species;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.23225142;b1_s;EPX;Species;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.35389821;b1_s;ERR;Species;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.31545227;b1_s;ERS;Species;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.5030163;b1_s;FEU;Species;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.00506861;b1_s;HEG;Species;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.23813099;b1_s;PEU;Species;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.39371525;b1_s;PIN;Species;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.37411015;b1_s;RES;Species;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;2.25679262;b1_s;SAB;Species;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0;b1_s;THO;Species;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.01091808;b2_s;BOJ;SpeciesXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.01782794;b2_s;BOP;SpeciesXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.02200671;b2_s;EPX;SpeciesXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.02167588;b2_s;ERR;SpeciesXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.0201802;b2_s;ERS;SpeciesXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.00123962;b2_s;FEU;SpeciesXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.03266923;b2_s;HEG;SpeciesXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.1378783;b2_s;PEU;SpeciesXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.56501129;b2_s;PIN;SpeciesXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.07369997;b2_s;RES;SpeciesXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.37507367;b2_s;SAB;SpeciesXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.01378496;b2_s;THO;SpeciesXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.00048043;b4_s;BOJ;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.00343217;b4_s;BOP;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.00012478;b4_s;EPX;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.00023442;b4_s;ERR;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.00078867;b4_s;ERS;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.00021446;b4_s;FEU;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.00169466;b4_s;HEG;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.00217216;b4_s;PEU;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.00073292;b4_s;PIN;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.00060878;b4_s;RES;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.01603397;b4_s;SAB;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.0011316;b4_s;THO;SpeciesXOffsetDbhXOffsetDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.08696912;b3_s;BOJ;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.21794419;b3_s;BOP;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.02067906;b3_s;EPX;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.03573548;b3_s;ERR;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.05583416;b3_s;ERS;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.03923281;b3_s;FEU;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.04960167;b3_s;HEG;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.27776173;b3_s;PEU;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.51238738;b3_s;PIN;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.10934795;b3_s;RES;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.47506593;b3_s;SAB;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;-0.07607492;b3_s;THO;SpeciesXOffsetDbhXDummyDbh;inconnu
Coupe de jardinage 1997-2004 Cerf;CJ_2004CERF;3;0.14236569;b6;;LogNbHa;inconnu
Coupe de jardinage 1997-2004;CJ_2004;4;-2.41128011;b0;;Intercept;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.98051836;b1_s;BOJ;Species;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.67521725;b1_s;BOP;Species;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.23371764;b1_s;EPX;Species;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.04924577;b1_s;ERR;Species;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.47180858;b1_s;ERS;Species;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.80411997;b1_s;FEU;Species;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.05962348;b1_s;HEG;Species;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.23620098;b1_s;PEU;Species;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.27762817;b1_s;PIN;Species;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.77406573;b1_s;RES;Species;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;1.924018;b1_s;SAB;Species;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0;b1_s;THO;Species;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.13275467;b2_s;BOJ;SpeciesXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.05775953;b2_s;BOP;SpeciesXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.08343759;b2_s;EPX;SpeciesXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.0664397;b2_s;ERR;SpeciesXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.08205679;b2_s;ERS;SpeciesXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.01495015;b2_s;FEU;SpeciesXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.14316943;b2_s;HEG;SpeciesXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.22068925;b2_s;PEU;SpeciesXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.1711604;b2_s;PIN;SpeciesXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.10943963;b2_s;RES;SpeciesXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.34180568;b2_s;SAB;SpeciesXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.03535856;b2_s;THO;SpeciesXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.01486458;b4_s;BOJ;SpeciesXOffsetDbhXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.00611273;b4_s;BOP;SpeciesXOffsetDbhXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.00689218;b4_s;EPX;SpeciesXOffsetDbhXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.00623249;b4_s;ERR;SpeciesXOffsetDbhXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.00893143;b4_s;ERS;SpeciesXOffsetDbhXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.00367289;b4_s;FEU;SpeciesXOffsetDbhXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.01193441;b4_s;HEG;SpeciesXOffsetDbhXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.01577869;b4_s;PEU;SpeciesXOffsetDbhXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.01606638;b4_s;PIN;SpeciesXOffsetDbhXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.01220185;b4_s;RES;SpeciesXOffsetDbhXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.01491293;b4_s;SAB;SpeciesXOffsetDbhXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.00231455;b4_s;THO;SpeciesXOffsetDbhXOffsetDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.03292128;b3_s;BOJ;SpeciesXOffsetDbhXDummyDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.11459531;b3_s;BOP;SpeciesXOffsetDbhXDummyDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.02247668;b3_s;EPX;SpeciesXOffsetDbhXDummyDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.03062398;b3_s;ERR;SpeciesXOffsetDbhXDummyDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.01724855;b3_s;ERS;SpeciesXOffsetDbhXDummyDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.08549774;b3_s;FEU;SpeciesXOffsetDbhXDummyDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.06087503;b3_s;HEG;SpeciesXOffsetDbhXDummyDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.12918603;b3_s;PEU;SpeciesXOffsetDbhXDummyDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.13715138;b3_s;PIN;SpeciesXOffsetDbhXDummyDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.03461489;b3_s;RES;SpeciesXOffsetDbhXDummyDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.20920635;b3_s;SAB;SpeciesXOffsetDbhXDummyDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;0.01696877;b3_s;THO;SpeciesXOffsetDbhXDummyDbh;Fortin 2014 tableau 4
Coupe de jardinage 1997-2004;CJ_2004;4;-0.01609135;b5_s;BOJ;SpeciesXOffsetDbhXOffsetDbhXDummyDbh;Fortin 2014 tableau 4
